 e e_err e_ananke x y z parallax parallax_error distance ra dec density
255968 0.0164631922289938 6.175098164209234e-09 0.0658100917935371 0.1279581439320624 -0.1845732570217833 -0.0015855169431115 4.5193746253962335 0.0573527472489413 0.2245953865735994 196.85761101111063 -63.22031129680823 0.0056156223276058
932389 0.0030228534327369 2.545712663592216e-11 1.1233089480811032e-06 -0.0059717623830001 0.037748762253609 -0.0040170231638473 25.943892369110408 0.0998462135386158 0.038428732385253 334.36550477421304 49.57780948053725 0.0162500841722004
214662 0.0285319217269823 9.772868942448802e-09 0.2230595052242279 -0.1238686058535155 -0.2364594234565255 0.0391932838281738 3.9030480253650737 0.168323669097956 0.2698010451327456 125.01398976110936 -21.487466127033372 0.0054465414550356
339422 0.0143193578526857 1.990871972403312e-08 0.0177769362926483 -0.2467862155914076 0.2442513619542225 -0.013273145175127 2.669692567497983 0.1063390287446344 0.3474742298433962 36.92557757619334 58.35274749495017 0.0060135235607409
821149 0.0120741968144289 4.57824230348591e-09 0.00048780196812 -0.0095435357063969 0.1451732535848729 -0.046972972720876 6.500985772849652 0.0658694871987693 0.1528816954263434 337.4453464460993 36.82840235204794 0.0133623313742036
194718 0.020858378887927 1.838291291779171e-09 0.2382591962814331 -0.2197886027639771 -0.2143195055326482 -0.0027147769727126 3.3842746024290857 0.3476698815536554 0.3069971504276738 107.6309087843703 -10.318503070247672 0.0053536682562221
694306 0.0093844568284311 5.0480834058381515e-09 0.0011809696443378 -0.064151605053353 0.114000539278309 -0.0284936228328832 7.515886274382911 0.0611229789585682 0.133878444601098 7.387661489855455 50.43185072327105 0.0108538349641401
907041 0.0034651581757577 1.2312237700529608e-10 1.9528994016582143e-05 -0.0201645067729466 -0.0222806589619462 -0.0338166482132471 22.100954025857924 0.0426068012312286 0.0452393721613516 60.40211821104611 -29.543476551488126 0.0156125938405342
93818 0.012652841680048 9.906339804967458e-09 0.019942320883274 0.2076835078289341 -0.0491049891136767 -0.0206586684175069 4.636702599341032 0.0630942729884534 0.2144073691848528 263.49185202436064 -43.13155732615546 0.0045770041478519
722394 0.0106188220109002 2.659464906062116e-09 2.1795035536342766e-06 0.139397359746298 -0.0109789542491474 -0.0145689703092185 7.114325029869857 0.0818363801621923 0.1405859745369878 269.7821864272932 -35.826528165316475 0.011298042275945
470231 0.0069884445991616 4.408575801786929e-09 0.0045747528783977 -0.1218256680018237 0.004363137119432 -0.0072879779459207 8.118922648347874 0.0426029980697218 0.1221214353508579 81.85150451532527 28.825202268169257 0.0074503568084014
359430 0.014601223589855 7.838232560324904e-09 0.0158301219344139 0.2337198532338437 0.0132479205450534 -0.0490830631989497 4.253960861779227 0.1442827089289581 0.2391853345993637 280.2738383977367 -31.66674685765058 0.0061393507209672
246262 0.0254546844516761 1.458847417374746e-08 0.0801163986325264 -0.1214417047573926 -0.196119474395758 0.0385638867089625 4.23557556422243 0.0426762453525224 0.2338762691034552 123.67275104763762 -17.45570486664358 0.005576801595405
411786 0.0077822130108904 9.351979887945252e-09 0.0044644298031926 -0.1337699414366389 0.0442470533443876 -0.0262806290716617 6.7118610887312 0.2835874127027353 0.1433278424662325 63.066709935893805 36.76708194229478 0.006624727994015
465450 0.0168221490147851 1.5401224355517395e-08 0.0199449453502893 0.2492416567865258 0.0154707915852244 0.0290154227474311 4.035932416604366 0.0426287506092056 0.2514013596366932 262.28352697430097 -22.40080749913048 0.0073764053480499
159183 0.0147722938045174 5.149299716214599e-09 0.0144528448581695 -0.0871175144450077 0.2276191081320112 -0.0187206254156439 4.25552645509575 0.1127547735167653 0.2444389116442822 350.8707467982919 56.41832943987384 0.005165756030215
848561 0.0118427774315142 9.30435647185929e-10 0.0040057022124528 0.081737268903615 -0.111076659698708 -0.0036974701635844 7.16793014419042 0.2701541072053754 0.1379589676072385 200.72518273533652 -64.19864661345349 0.0140919720634029
427422 0.0255227121330419 8.699475765882137e-09 0.1310192495584488 0.0358190872420958 -0.2254620162779866 0.0186242250363155 4.444199438269373 0.150166215287517 0.229048007092826 153.23944560447777 -50.70305576922743 0.0068218837499708
53706 0.0126777671436997 8.148995310630881e-09 0.0334605202078819 0.1981038217745175 -0.1139670479881331 0.0167819630908727 4.409366991239593 0.0441005585260696 0.2291620529537616 236.9550449871195 -49.14419976567066 0.002718233032685
968516 0.010713711227029 3.0730430641544823e-09 2.4205126791798648e-08 0.1172824790420622 0.0381513042089102 0.0093288203019008 7.348216231349181 0.2281306543395404 0.1236839876108372 272.04070794078655 -11.185626491951252 0.0172881228600511
877041 0.0295463363742749 7.621348810641338e-10 0.0721846744418144 -0.055822939291428 -0.1870661597691521 0.0109259388903313 5.100430352802543 0.0426064487912606 0.1955232078873187 127.28939749728988 -33.43938541375936 0.0148497084148345
235947 0.0120119526988442 8.593495637077015e-09 0.0098887272179126 -0.2394794097198357 0.1532289218051877 -0.0042850757951186 3.6199521696264494 0.1392619880612126 0.2843375670429625 56.87300320716356 53.43473034948843 0.0055370045317634
768920 0.0281111401179205 7.710367069430765e-09 0.0693231970071792 -0.0791328289759568 -0.1799769826738823 0.016413256217291 5.051210896795107 0.1027848737954795 0.1972894165782529 124.10754897465095 -26.707249117692363 0.0121393620372789
536134 0.0143598989823503 3.930784444498899e-09 0.0189567487686872 0.1153388082561373 -0.1484243542915871 -0.0202727968726676 5.215283980596017 0.0466612414003452 0.1890603499675726 206.3160394837324 -68.51183198796635 0.0085105215251624
987372 0.0117689500003553 1.1031238706651766e-09 8.179913493222557e-07 0.1148412485669942 0.0606763436903315 0.0219716284472822 7.569261554595044 0.0831516954662403 0.131730343932895 272.00757743453954 -0.0962840331419247 0.0178984451835566
935822 0.008231043716594 5.2573235105065934e-09 7.413643476894549e-09 0.0606976201355603 0.0628394582356491 -0.0479730094511471 10.00144751021601 0.0555434369665295 0.0996715016304586 314.1362965090612 -2.4741004697383824 0.0163427677223166
477746 0.0168802376187927 5.999218273619799e-09 0.013149794191122 -0.0137079066257606 0.2335000570525903 -0.0023371252183802 3.466668383104247 1.5308892556443725 0.2339137565469588 322.2661522237356 50.30533705971841 0.0075668153982614
555512 0.0119998070609703 5.66385439021476e-10 0.0071282344870269 0.1288187706061966 -0.1107155840319366 0.0260629259917562 5.749162014484589 0.2060248535234949 0.1718472936047481 219.03748182897183 -50.78587641062697 0.0088265980858473
530684 0.0186722834759615 4.542770482748387e-09 0.022771606221795 0.0317618801175062 0.2493997531492074 0.0406206566181008 4.042526390210514 0.1891255386613791 0.2546744817282841 300.4457603870725 48.06459482713041 0.0084196225595153
549404 0.0153378851785209 5.3570014735004494e-09 0.0037135614547878 0.181396055148218 0.081926418282931 -0.0316185189162517 4.847948273827436 0.0532075414045559 0.2015346063941935 287.0817084403072 -11.733992134941168 0.0087265663926858
665526 0.0260160203643025 2.6562792033598943e-09 0.0844594314694404 -0.0972069524409437 -0.1714098864190587 -0.0121914404631403 5.117559128643605 0.0586627272711613 0.1974314361635877 112.80759848263908 -26.006087379051657 0.0104242205274496
156586 0.0125545668317668 5.08731975904024e-09 0.0154415927827358 -0.1317463334725926 0.1938856768504906 0.0142165888958956 4.239149653706308 0.0433558751156146 0.2348422097304472 16.002118965440648 66.31150554411599 0.005150474841748
633351 0.0191764106187773 1.8221112831823271e-09 0.0369305536150932 0.141606973749147 0.209375135414854 -0.0295441911233759 3.931737032099852 0.04356838836246 0.2544864270909446 299.9010941928166 17.0020651811901 0.0099680777539682
742231 0.0191236504541714 6.447136090784134e-09 0.0329509265720844 0.1163315968178796 0.2062137922443946 0.0354349393527804 4.089618977060183 0.0427668459089648 0.2394009261823088 287.91271554584364 28.412408636797178 0.0116343760003838
67792 0.0141112197305827 1.4293151040522411e-08 0.0529474951326847 0.1631028755260556 -0.1577899959473686 0.0145400746543642 4.391306746539317 0.0439311226907209 0.2274019450156332 217.0542435647986 -56.7399240277565 0.0034399231684182
545643 0.0120912064228311 4.167528835246655e-09 0.0048332936130464 -0.0705292725832279 0.1605732538248714 0.0242254691427955 5.894241084954144 0.132005229360122 0.1770452526621778 346.7681414703114 68.84731466255504 0.008666560641175
211738 0.0124256541177245 1.583075819080136e-08 0.0116873774677515 -0.2296832773423019 0.1809134289331126 0.0021088538983691 3.254832833665931 0.1622840809272439 0.2923842060094934 50.08214819049961 57.73240615771308 0.0054330636362004
